"","p"
"9975",8.02708186877686e-07
"9976",0.0234178405415611
"9977",0.00171774031988722
"9978",0.0193396714943944
"9979",7.08992339671312e-05
"9980",0.000210811858548446
"9981",0.0011826391113959
"9982",0.00313713151571383
"9983",0.0341939166826628
"9984",0.000102209302293347
"9985",9.05394667092321e-06
"9986",0.00731898434972798
"9987",3.06085124272469e-06
"9988",0.00013041328261243
"9989",0.000461403057404173
"9990",0.00128682283434952
"9991",2.42567614873973e-05
"9992",0.00833524555343693
"9993",3.89224083941358e-08
"9994",1.34608944201273e-05
"9995",0.000226372691536008
"9996",2.27107164492681e-05
"9997",0.000311820868380362
"9998",0.0084806106198891
"9999",0.00547048134006318
"10000",3.36750028387183e-05
"10001",2.39562734656038e-06
"10002",0.000299485784575133
"10003",0.00440461343841916
"10004",1.53410869320057e-05
"10005",1.98125908203765e-05
"10006",0.00934409757171272
"10007",0.111374264672992
"10008",0.00162869507859105
"10009",0.000275379314118293
"10010",7.99928710041444e-06
"10011",0.000197718440288698
"10012",0.000848049811121995
"10013",2.87447578469268e-07
"10014",0.000164797274047716
"10015",4.72992460184376e-05
"10016",0.000467232510204633
"10017",0.000383778762145309
"10018",0.0491552379351676
"10019",0.00243223780231192
"10020",1.04490993556784e-06
"10021",0.000485842602436332
"10022",1.58080983289854e-05
"10023",1.40556884015986e-05
"10024",0.011893662614273
"10025",0.000291062734970672
"10026",0.0690596741333019
"10027",0.0413827844310217
"10028",0.00124419559031407
"10029",0.000277683763183984
"10030",4.23624768055623e-05
"10031",0.0174296982450704
"10032",0.00399723906667593
"10033",0.00113056740036292
"10034",4.09475073709961e-07
"10035",0.216958830747939
"10036",1.54684392669273e-05
"10037",1.78769871949251e-05
"10038",0.000965423390958815
"10039",0.00980675070598309
"10040",0.431411849545117
"10041",1.59255579070859e-06
"10042",0.0209688513339902
"10043",1.53293844534716e-05
"10044",0.00184912795188787
"10045",0.000645060256233047
"10046",2.0445157436321e-05
"10047",0.000136027954876826
"10048",0.000159175374231969
"10049",0.00171243319246162
"10050",0.0691379448518291
"10051",0.000293688826105805
"10052",0.000374906524076604
"10053",0.000365165763920172
"10054",0.00104364798332499
"10055",4.3805900755162e-06
"10056",4.64949702893492e-05
"10057",0.163008451229132
"10058",0.000862845380477728
"10059",8.53286051512831e-05
"10060",0.000858507545372528
"10061",0.00123153234974567
"10062",0.00249518340381275
"10063",0.0245027068915573
"10064",0.00096287305894813
"10065",1.99877522311997e-05
"10066",0.000712403659138947
"10067",0.0799411113693923
"10068",0.00159897746982098
"10069",3.82277231442011e-06
"10070",0.032200688754541
"10071",0.00013344127602484
"10072",0.0174403846881303
"10073",0.732570379139547
"10074",1.89330411566463e-05
"10075",6.59534131819763e-07
"10076",0.0628360756141413
"10077",0.0242717606292919
"10078",1.07388644375467e-05
"10079",0.00613861825005905
"10080",4.12808178422189e-05
"10081",0.000427128687005803
"10082",0.00293522190003065
"10083",0.00442316991462947
"10084",0.00115805102646858
"10085",0.047933771063297
"10086",0.0111679405153173
"10087",0.000544135931116941
"10088",0.00163120796383004
"10089",1.66949571574471e-05
"10090",7.08272857388177e-05
"10091",0.0167984062133495
"10092",0.00567781309738589
"10093",0.00860660583566367
"10094",0.00207995708335547
"10095",0.000655961324547631
"10096",4.83398464264707e-06
"10097",0.32576926580673
"10098",2.41171784449712e-06
"10099",0.00179557780412938
"10100",5.70010078910412e-05
"10101",1.06400029885048e-06
"10102",2.53924473846298e-05
"10103",0.0107421498146083
"10104",0.0655128159179612
"10105",4.14276195898846e-05
"10106",0.380229192305586
"10107",0.579160216803318
"10108",0.0574681481419604
"10109",0.318899448588525
"10110",0.0580303208030087
"10111",0.597642311543774
"10112",0.000841248901229652
"10113",0.0017109438781229
"10114",0.00171508318732308
"10115",0.00694055001312936
"10116",0.00482288366446215
"10117",0.00367870504403878
"10118",0.287408607434207
"10119",0.0218131651260194
"10120",0.00183847299994321
"10121",7.0290893252736e-05
"10122",0.00521729674049622
"10123",8.30080132470257e-06
"10124",0.0494860303519726
"10125",0.0029482075008672
"10126",0.000201690956305046
"10127",0.000773907555726952
"10128",0.0521052472251698
"10129",8.256590798469e-05
"10130",0.0266484382046052
"10131",0.0792436532060107
"10132",0.0576996197280591
"10133",0.0501270673584875
"10134",0.0059427343914808
"10135",0.000112842248984299
"10136",0.00059204446781368
"10137",0.0420220494686726
"10138",6.36442771781593e-05
"10139",2.44242048860731e-05
"10140",6.49825027322881e-06
"10141",0.0111780438947488
"10142",0.00484280354880009
"10143",0.000693743710202585
"10144",0.00651853678008745
"10145",0.791297547965608
"10146",0.00381259079943367
"10147",0.00246887989926071
"10148",0.000138003216593301
"10149",0.00169645929403243
"10150",0.000247020317801008
"10151",9.42177588325725e-06
"10152",0.00265678718742969
"10153",0.000778558291599274
"10154",0.000170644248585771
"10155",2.42594469328056e-05
"10156",0.0001439635656077
"10157",0.00378696253913152
"10158",0.000558169643191908
"10159",0.0448333666120506
"10160",0.00109358543805877
"10161",2.1087767713552e-05
"10162",0.00199299332659298
"10163",0.0253386466541884
"10164",0.0887391490082143
"10165",0.0102772443172831
"10166",0.0368140969110764
"10167",0.0989594998674058
"10168",0.0158773871961399
"10169",1.71388331351194e-06
"10170",0.00063041150733604
"10171",0.00832668070928992
"10172",7.52048439265102e-05
"10173",0.00219968172104004
"10174",0.00239055557318222
"10175",0.000957504867418295
"10176",0.0034905459352955
"10177",0.000423879771938544
"10178",1.31404229009503e-06
"10179",0.112909499526402
"10180",6.64969736631461e-05
"10181",0.00434661193806662
"10182",0.000267992498255989
"10183",0.0457658627164874
"10184",0.0462628001674331
"10185",0.37080985148145
"10186",2.01841728856613e-05
"10187",0.00467614753746461
"10188",0.0030811504591212
"10189",0.0106720179396811
"10190",0.00323425287775903
"10191",0.000137026897465925
"10192",8.5140737138096e-05
"10193",2.59089003175974e-06
"10194",0.0619225871797452
"10195",0.00600778784934343
"10196",2.05369431687673e-05
"10197",0.0178328781199419
"10198",0.0185812195607295
"10199",0.000356543163462921
"10200",9.3332198216925e-05
"10201",0.0268897962714224
"10202",0.00271786927204542
"10203",5.01863147568808e-06
"10204",0.0100401533588854
"10205",0.0168974308068938
"10206",0.000108927185523913
"10207",9.94353788350165e-05
"10208",3.28775043560946e-05
"10209",0.00032604258635535
"10210",0.000323891883174772
"10211",8.10101986631025e-05
"10212",1.25916841101025e-05
"10213",0.00048803226470858
"10214",0.140986994225467
"10215",0.000375045228953979
"10216",0.0541738776245382
"10217",0.000897715042260881
"10218",0.000185669392768806
"10219",0.706084104832241
"10220",0.000405681850178952
"10221",0.0433164472085401
"10222",0.022368080236331
"10223",0.000396547929668472
"10224",0.000151249844579602
"10225",0.000194057009431889
"10226",0.000390567049717308
"10227",0.000416062529767148
"10228",0.000447779304933218
"10229",0.000320194533620434
"10230",2.10416651144234e-07
"10231",7.57432633196179e-06
"10232",0.00457082537064063
"10233",0.00041613277678589
"10234",0.00258472027202847
"10235",0.000477366306865602
"10236",0.000144723201166642
"10237",0.0153249280023672
"10238",0.000101201826275997
"10239",8.37909477027696e-05
"10240",0.0712147065639966
"10241",0.0378587218128045
"10242",0.0386731373972303
"10243",0.0320306923277918
"10244",0.0266361395102149
"10245",0.000408227970007714
"10246",0.00182385165487668
"10247",0.0359382635519036
"10248",0.0005556927702649
"10249",1.74351906257003e-05
"10250",1.00352683803276e-05
"10251",0.0125098955383044
"10252",0.000953051171918845
"10253",0.00761382911855509
"10254",0.0781158387537962
"10255",0.000624023688950538
"10256",2.53800441207579e-05
"10257",0.296942768410596
"10258",0.00438714652213367
"10259",8.66726866477562e-06
"10260",2.75920917355813e-05
"10261",0.0421828956711028
"10262",0.000392194671274707
"10263",0.00733385939985185
"10264",0.00030351419121219
"10265",0.000923452865480463
"10266",0.00446292356940499
"10267",0.0052302820534548
"10268",0.00274342761350705
"10269",0.0621642387763549
"10270",3.98235923932427e-05
"10271",0.0220689944336166
"10272",9.46996038042492e-07
"10273",0.00563348497616279
"10274",3.29459588611362e-06
"10275",0.00011236360322043
"10276",0.00956330596465147
"10277",4.44733893340925e-05
"10278",0.000274658135518237
"10279",0.00269956873022377
"10280",2.01079603104308e-05
"10281",6.79282374370089e-05
"10282",2.41520912507955e-05
"10283",0.224436691015972
"10284",3.10223625327942e-05
"10285",1.11081422636675e-07
"10286",0.000335878656866652
"10287",0.00874594258164108
"10288",0.080090017470452
"10289",0.000493197608259835
"10290",0.000129840423265277
"10291",0.0161046509561558
"10292",1.98273922757611e-05
"10293",0.00246908917151928
"10294",8.41844674456934e-05
"10295",0.000403604190365581
"10296",2.66411294833018e-05
"10297",0.0023884839314197
"10298",0.0069506355879265
"10299",0.0263525509499506
"10300",0.00824909300315397
"10301",0.00244847231113775
"10302",0.0196261882920979
"10303",0.030698414898741
"10304",2.75949222183573e-06
"10305",0.011906400973401
"10306",0.00047424849416665
"10307",0.000202982739261042
"10308",0.00224035743605123
"10309",0.00481048322060068
"10310",0.0231515155078201
"10311",0.00449687774117261
"10312",9.49640275587406e-07
"10313",5.77353607299111e-05
"10314",0.000117988303822744
"10315",0.0422226198984593
"10316",0.000139633279387517
"10317",0.00014872478503501
"10318",6.30048823184118e-06
"10319",0.00121844445818222
"10320",0.00813417197878707
"10321",0.65407770251058
"10322",0.0772535172150291
"10323",0.77864833590113
"10324",0.00198551472162232
"10325",0.000794709138021595
"10326",0.00203466017590287
"10327",0.00336562281279996
"10328",0.00489038942857714
"10329",0.704490740852973
"10330",6.84195555075859e-05
"10331",0.00123540179440344
"10332",3.46643776722609e-06
"10333",0.00144589450291582
"10334",0.000120550654693321
"10335",0.00367622836992724
"10336",0.0582289149914965
"10337",0.548321055805093
"10338",9.3266295399106e-05
"10339",0.000126416630462658
"10340",0.00108696780598582
"10341",0.00228922896531366
"10342",0.0361102588626752
"10343",0.00740980312712838
"10344",0.000598000446297868
"10345",0.000254010643078502
"10346",0.000215277386120128
"10347",0.000483123615435477
"10348",0.0248009702929526
"10349",0.0828046645323485
"10350",6.10059787101991e-06
"10351",0.0617359396159375
"10352",0.000978581745817973
"10353",9.25825267889824e-05
"10354",0.0441469211072091
"10355",0.111290828011621
"10356",1.01511308692423e-05
"10357",0.0559759418258376
"10358",1.0669382832171e-05
"10359",2.51937804854735e-06
"10360",0.0213796405348897
"10361",0.00203133119384137
"10362",2.74966031797221e-05
"10363",0.0106057885576406
"10364",0.00161078725402618
"10365",0.00436519985481514
"10366",0.0141287135100979
"10367",0.00122349896371003
"10368",1.1700436526299e-06
"10369",0.00209960575928068
"10370",0.393815954453101
"10371",0.00203126167662249
"10372",0.00235482851726485
"10373",0.000842996969529367
"10374",0.00389070086856656
"10375",0.00678529971843506
"10376",0.187036058996585
"10377",0.0050052630034931
"10378",2.26369063772348e-06
"10379",2.90634293639781e-06
"10380",0.00228950560321694
"10381",1.99970560486256e-05
"10382",0.0391549225270397
"10383",0.00325223506207497
"10384",0.00248001131171377
"10385",0.0176624139444126
"10386",0.000959095590364594
"10387",0.000234485191728132
"10388",0.0251870567223459
"10389",0.00118360862767817
"10390",0.000868395164916746
"10391",1.51213837602163e-05
"10392",0.0510929053120474
"10393",2.32947304627235e-06
"10394",4.19056786101837e-05
"10395",0.0788013205501771
"10396",0.000200261658685236
"10397",0.00305070208872951
"10398",0.000306080705206867
"10399",2.2007993933161e-05
"10400",0.000632114192091849
"10401",0.0132837404546073
"10402",4.827936077394e-06
"10403",2.89041875703176e-06
"10404",1.47066255483935e-06
"10405",0.00152294600345707
"10406",0.000866176742112507
"10407",1.29663309295428e-05
"10408",2.99322881285573e-05
"10409",0.0109093262549851
"10410",0.000463277435167275
"10411",0.0040314765119001
"10412",0.0125498648946539
"10413",0.00198695116346308
"10414",0.00232659385620906
"10415",0.215069251491596
"10416",0.000175629370663644
"10417",0.00408549255964877
"10418",6.30862381022262e-05
"10419",0.000287780097306301
"10420",0.069575295908244
"10421",2.03491097325522e-05
"10422",0.0610600603844194
"10423",0.00272149104323119
"10424",0.0596162330471128
"10425",0.00086708575925998
"10426",0.00833640775122734
"10427",2.11057201325611e-05
"10428",0.0849223849524212
"10429",0.0018646496125596
"10430",0.00282550116222093
"10431",0.000117340567228666
"10432",0.00791995088608713
"10433",0.00251114993820742
"10434",0.00209194157309602
"10435",1.3640397927913e-05
"10436",0.000349241684830772
"10437",0.000191721545355159
"10438",0.000320174037828684
"10439",0.000137645620326999
"10440",0.000361982004897268
"10441",0.0195794014136082
"10442",0.00110046062588916
"10443",0.496063901931711
"10444",0.00316958731329498
"10445",1.50490527411038e-05
"10446",0.002426917912901
"10447",0.00314808685583524
"10448",3.01572166943952e-05
"10449",1.23734841407721e-05
"10450",0.0365019814048136
"10451",0.000227517519986505
"10452",0.00669896083111461
"10453",0.00213868377279774
"10454",0.00221596706055945
"10455",0.0381771716034909
"10456",0.00172192411325764
"10457",0.0268087149451122
"10458",0.00038296053985077
"10459",0.00158861868749223
"10460",0.000857225782222679
"10461",1.58189405755386e-05
"10462",0.00383380401843069
"10463",0.000522158301454502
"10464",0.000131182727009663
"10465",0.00454651295319485
"10466",0.000772323723671026
"10467",0.0222929099239025
"10468",0.000637254064114598
"10469",3.2537832624861e-06
"10470",0.00123761025780151
"10471",0.00466975563508914
"10472",0.00136366120252093
"10473",4.05052431976985e-05
"10474",0.000285945417390819
"10475",3.17606357037532e-05
"10476",0.000500226608420729
"10477",0.000427226926700594
"10478",0.000439177282968857
"10479",9.09305283304993e-06
"10480",0.000191088258964701
"10481",0.00518509113591378
"10482",3.15773874598131e-06
"10483",2.19123543770517e-05
"10484",9.93692185592915e-05
"10485",0.000810470651877345
"10486",0.000636976858494916
"10487",2.83265035802291e-05
"10488",0.000168177916339564
"10489",0.000159992380054124
"10490",9.03883463777479e-07
"10491",1.85538642676535e-05
"10492",1.35496410610961e-05
"10493",0.058686307954397
"10494",0.0153611293766205
"10495",0.000277549864241869
"10496",1.6142680108515e-05
"10497",0.00239922211391275
"10498",0.000332314008392815
"10499",0.00765281079772253
"10500",0.00502564969996198
"10501",0.000183632211555582
"10502",3.76781356485513e-06
"10503",0.00308597652358462
"10504",1.92227007318408e-06
"10505",3.33443845374661e-05
"10506",0.0217235930171859
"10507",0.0180072511451899
"10508",3.03872900347771e-05
"10509",0.029186726167711
"10510",9.59207073119242e-05
"10511",8.23067629221843e-05
"10512",0.0607781227236429
"10513",2.53585181984315e-06
"10514",0.000131704541454351
"10515",0.0109455090295683
"10516",0.000479057943183098
"10517",0.13834359969232
"10518",0.155736669519915
"10519",0.00843520250839027
"10520",0.00140871547136916
"10521",0.00449734824506132
"10522",4.67484296658532e-05
"10523",4.1409161966767e-05
"10524",0.0667714018081946
"10525",8.09737779055238e-05
"10526",0.000521247232286448
"10527",0.205288257887956
"10528",0.021576123207739
"10529",0.000810188706485122
"10530",0.0327570364159669
"10531",0.0483626593929785
"10532",0.0637667721004757
"10533",0.228366660881233
"10534",0.00116665516876764
"10535",0.0038447797905716
"10536",0.213195062597753
"10537",0.0695325169155595
"10538",1.31670286268417e-05
"10539",0.00502850027821725
"10540",0.0013082945755494
"10541",0.00192377146836985
"10542",5.09087273634148e-08
"10543",0.00257979227924381
"10544",0.00244889364234445
"10545",0.0346421817446403
"10546",2.21902629313469e-05
"10547",0.0575927914692078
"10548",0.0104330530188904
"10549",0.00638050091929245
"10550",0.0196498375957729
"10551",0.00244696629193758
"10552",4.66526199489949e-06
"10553",5.26890561006912e-05
"10554",0.00210984719365592
"10555",5.17043790609223e-07
"10556",0.000113422878881816
"10557",3.94678581864268e-05
"10558",0.000221612578032563
"10559",0.0225577904813936
"10560",0.000492194494282463
"10561",0.000292901440326606
"10562",2.01233612421485e-07
"10563",0.00189949330803297
"10564",1.59794049075797e-06
"10565",0.0012007250153621
"10566",0.0303164999508337
"10567",0.000311199208056878
"10568",0.000687045740281842
"10569",0.000678221172340067
"10570",0.00401124017293842
"10571",0.000433824556482971
"10572",9.86325270489842e-05
"10573",0.00503068522692835
"10574",0.00351283924632701
"10575",0.000133183641591975
"10576",0.00697747065878881
"10577",0.00596780644639646
"10578",0.00190222206860877
"10579",0.0048999341342447
"10580",0.000247490605922642
"10581",0.000449178094322143
"10582",0.267267971023799
"10583",0.000107606376539319
"10584",7.42996843197099e-05
"10585",0.042221887771813
"10586",0.000121309614921252
"10587",0.0921812971905719
"10588",0.0616678095136316
"10589",0.00161103824547922
"10590",3.66909520260695e-05
"10591",0.000350507137538342
"10592",0.0141512457991843
"10593",0.00928891629375582
"10594",4.23810392498952e-05
"10595",0.000500743847705845
"10596",0.000477126991390108
"10597",0.00460395587028564
"10598",7.41927369994506e-05
"10599",0.0146275542268101
"10600",1.84941387457711e-05
"10601",0.322134031255516
"10602",0.00544197835735977
"10603",0.00315996628088268
"10604",0.000333362068214899
"10605",0.000405918249025773
"10606",0.438978348733088
"10607",0.00115503973709352
"10608",0.000316383436994041
"10609",0.005499276134781
"10610",0.00683411838695032
"10611",0.000316963475199251
"10612",0.00374521564197942
"10613",0.16082650486415
"10614",0.0358827215805059
"10615",0.00623374839327751
"10616",2.24035341004835e-06
"10617",0.0109992910307394
"10618",0.0924054832545108
"10619",5.03385753349331e-05
"10620",0.00142584532272474
"10621",0.0392896724330794
"10622",0.000472093541845117
"10623",0.0470488310873114
"10624",0.000819758306320402
"10625",0.000124068253137292
"10626",3.60931365664103e-06
"10627",0.00016536217795654
"10628",0.030737382511306
"10629",0.0354595176692687
"10630",0.010131484182791
"10631",1.80196815952763e-07
"10632",0.00309335295379195
"10633",4.65357829864133e-07
"10634",0.0586722971071455
"10635",0.000142825524330883
"10636",0.000866905340762054
"10637",0.000243660890730269
"10638",0.00035937428877988
"10639",0.000122587343126324
"10640",0.00055136512821827
"10641",0.0170110061032555
"10642",0.000272180550085878
"10643",0.00015898129625725
"10644",6.82913426051324e-06
"10645",0.00427420113907943
"10646",0.00133197545139731
"10647",0.00180309796403418
"10648",0.000134931262399145
"10649",0.00502007337388692
"10650",0.00206533089611874
"10651",0.0167341557762822
"10652",0.0206709279262172
"10653",1.76547111150897e-07
"10654",0.00104100892056746
"10655",0.0169595627457535
"10656",0.00369843353467517
"10657",0.000161704150886148
"10658",0.0096818385159976
"10659",7.09745850323092e-06
"10660",2.98110665416186e-05
"10661",0.0108016101182501
"10662",0.000367256536306332
"10663",0.158352778603643
"10664",0.000682235703988842
"10665",0.151567298228081
"10666",0.000395363709321788
"10667",0.014189191583218
"10668",0.00457704588381667
"10669",1.25110567517797e-05
"10670",0.000514586193837409
"10671",0.0031054686571933
"10672",0.0154690970817939
"10673",0.0302820946908351
"10674",0.0397197586467797
"10675",0.0147233873226955
"10676",1.1259763446164e-06
"10677",0.0024000130992336
"10678",0.00166538208374009
"10679",0.00249399840183098
"10680",7.92078486543626e-06
"10681",0.000153838045178683
"10682",0.000258923026142715
"10683",2.95932369920832e-05
"10684",8.02920341760421e-05
"10685",2.94000517272615e-05
"10686",0.213828345699196
"10687",0.000130024097926778
"10688",0.00677821505770454
"10689",0.00491743541147103
"10690",3.77150904303373e-05
"10691",0.0498773320989313
"10692",3.3819510564474e-05
"10693",0.00282292774546014
"10694",0.00649987191574776
"10695",0.000187651924962821
"10696",0.00855399337473386
"10697",0.0133840420952861
"10698",1.98962892295478e-06
"10699",0.0737740026344428
"10700",0.0196443756708661
"10701",0.000752591942527193
"10702",0.00335654351268213
"10703",4.87029735439919e-05
"10704",0.00833707046389339
"10705",0.000132390343028569
"10706",0.0427593387569943
"10707",0.0631928364734226
"10708",0.0013741396713366
"10709",0.012064547515392
"10710",7.25504603125564e-05
"10711",0.00919649280959719
"10712",0.00299784488085256
"10713",0.0076160758435514
"10714",0.0134789916017023
"10715",0.0651100016336206
"10716",0.000208395739283282
"10717",3.48564409550905e-05
"10718",0.0736676656799814
"10719",0.000367518753292405
"10720",0.00127029064995569
"10721",0.00037963769153361
"10722",0.000206036388002528
"10723",0.000919436980263515
"10724",0.0020028691804974
"10725",0.000923491893667221
"10726",0.00220453816371186
"10727",0.0319864564655324
"10728",0.00419857245210081
"10729",8.62090116336623e-05
"10730",0.00554369168681737
"10731",0.00521935558678719
"10732",7.27027811369069e-05
"10733",0.00814888628329388
"10734",7.44117353365684e-05
"10735",0.00134976302517005
"10736",3.89105155592398e-06
"10737",0.000301626440680891
"10738",0.0308787165147837
"10739",0.119649258778582
"10740",0.117571862886544
"10741",0.00211058768530885
"10742",0.000169567793110233
"10743",0.000312980685749639
"10744",0.0304521074235277
"10745",0.000589003296379436
"10746",0.00174176129464872
"10747",0.00743081967333192
"10748",1.68415897389859e-05
"10749",0.000292134330649646
"10750",2.5411197355558e-05
"10751",0.00142965943798009
"10752",4.88769960441629e-05
"10753",1.39764645144713e-05
"10754",5.4664277065357e-05
"10755",0.000130779899004787
"10756",6.86282093911774e-05
"10757",0.0233596588377973
"10758",0.00350311644346714
"10759",1.60869355101467e-05
"10760",0.000323716549221911
"10761",8.1728228076418e-06
"10762",0.000690165536511564
"10763",3.57037021290189e-06
"10764",0.0285358833359239
"10765",0.017166062381434
"10766",0.0386735145290081
"10767",6.86778176408299e-05
"10768",0.00191759079997272
"10769",0.000750165034644098
"10770",6.8897307356063e-05
"10771",2.50155576580439e-05
"10772",0.0533801402782691
"10773",0.00167292968422401
"10774",0.00199157750356606
"10775",4.40310833158506e-05
"10776",3.22016680947253e-06
"10777",7.91897077348446e-05
"10778",0.00167499685196606
"10779",0.0227085765205742
"10780",0.000327830882115009
"10781",0.000953958163310107
"10782",0.000226445076172126
"10783",0.00194199427564025
"10784",1.58834857002601e-05
"10785",0.00574139081480163
"10786",0.00781036809437513
"10787",0.000142965021148048
"10788",1.79746890367163e-07
"10789",0.000451419340631956
"10790",0.0523962030502478
"10791",0.00682626571197325
"10792",0.506159798088667
"10793",0.000366694944313178
"10794",0.000269825357483277
"10795",0.00462431398841303
"10796",9.8168117923453e-06
"10797",0.0215321467096732
"10798",0.177231186235635
"10799",0.000162333254852569
"10800",8.19669519762642e-05
"10801",0.155940045097363
"10802",0.000769936415084377
"10803",0.00432217836598036
"10804",9.46715513021752e-05
"10805",0.000759575849532673
"10806",3.844899529004e-05
"10807",2.64730665443803e-05
"10808",1.34844310523879e-05
"10809",0.00194768778282271
"10810",2.15299760556687e-06
"10811",3.74405342491561e-05
"10812",0.00159562746826273
"10813",0.00140059783111501
"10814",0.0137381531007975
"10815",0.000404440843425719
"10816",6.51519072564428e-06
"10817",0.00113394860922175
"10818",0.00120670647291347
"10819",0.0112631090766002
"10820",0.00326930441661506
"10821",4.58660320130252e-05
"10822",0.00026285471535248
"10823",0.0105263048214147
"10824",3.82777295527882e-05
"10825",2.41409647560564e-05
"10826",0.0270049544594508
"10827",0.0164716839931242
"10828",0.00257332603968083
"10829",0.131430006059769
"10830",3.04724797520987e-05
"10831",0.000357114933938352
"10832",3.2924100285189e-05
"10833",0.00256305675837108
"10834",0.0102376303142673
"10835",0.0337046502087245
"10836",0.135867552230197
"10837",0.000822865140529016
"10838",0.00171531877944662
"10839",0.0169010993631663
"10840",0.00861336811290281
"10841",0.00252020442289824
"10842",3.75186271491515e-07
"10843",0.011545083832685
"10844",0.0358552375667361
"10845",0.0189311998383701
"10846",0.265438474325725
"10847",0.0219745860052288
"10848",0.0478212027353447
"10849",7.0098215493906e-05
"10850",0.000375745545530419
"10851",0.0112065809636152
"10852",2.31507945052376e-05
"10853",0.00805074467442701
"10854",0.00553239376198764
"10855",0.003490063913499
"10856",0.00381162536884075
"10857",0.0920391037090415
"10858",0.00108589753503268
"10859",7.7318500247318e-05
"10860",3.87501020061385e-05
"10861",6.84186422746262e-05
"10862",0.0653050379564514
"10863",0.000129840247374166
"10864",0.0240021943805645
"10865",1.3646157170642e-05
"10866",0.00960383240829492
"10867",5.32151434248864e-06
"10868",0.00013148186170331
"10869",0.0206288487231327
"10870",0.000812745141176052
"10871",6.47567527430893e-05
"10872",0.00030125031931387
"10873",0.00348552747731755
"10874",6.93216037174167e-05
"10875",0.000331940024162168
"10876",0.0147382418165679
"10877",2.7266982802976e-05
"10878",2.63684706093896e-06
"10879",0.000194232769337495
"10880",0.000105018999692778
"10881",4.22793923574318e-05
"10882",2.94700190462177e-06
"10883",0.00215384379622071
"10884",0.0038066162379541
"10885",3.48337008092562e-05
"10886",0.000335782858837441
"10887",0.000196530302279061
"10888",0.338925091226205
"10889",0.000253593773203615
"10890",0.0283018190471637
"10891",5.88267869952675e-05
"10892",0.159879306331978
"10893",0.000926802953256807
"10894",0.0020308044940519
"10895",4.29169162230449e-06
"10896",0.000731557977515151
"10897",0.038703651040478
"10898",0.335531236873845
"10899",0.102969413408849
"10900",0.0757211938593859
"10901",0.00122479780816261
"10902",0.000103669932494177
"10903",0.00450313837110295
"10904",5.30091591673465e-06
"10905",0.0174490235649843
"10906",0.0835401540772674
"10907",0.000223736497554477
"10908",2.97331200896572e-05
"10909",0.00242428608210419
"10910",0.00102950492625719
"10911",0.000661034291241413
"10912",0.000116566308809547
"10913",0.00400653376548017
"10914",6.81542659685411e-05
"10915",0.0156990449314745
"10916",0.0182243808423568
"10917",0.0203789192191512
"10918",0.000316129446593776
"10919",0.0013535374227389
"10920",0.00145248644062188
"10921",8.38767407464287e-05
"10922",0.000474208096574079
"10923",1.01041324306525e-05
"10924",0.00800199181978802
"10925",0.0142527579433578
"10926",0.128515273322344
"10927",0.0112688967477723
"10928",0.0382077048462052
"10929",4.84343933700924e-05
"10930",8.91552384923987e-05
"10931",0.000523720992949478
"10932",0.0151357043013253
"10933",8.04119667339442e-06
"10934",1.28235154450098e-05
"10935",0.000197827565339696
"10936",0.00464420737267473
"10937",0.000828601363849115
"10938",8.79138039919e-05
"10939",0.000317131790081098
"10940",0.000670152560731736
"10941",0.0268202002648056
"10942",0.00426637375317283
"10943",0.000240679749353509
"10944",0.000288886266573292
"10945",0.0166504174029669
"10946",0.00284344994027701
"10947",3.32593620696695e-05
"10948",0.0088341948845943
"10949",2.20312423143668e-05
"10950",0.0105047022979681
"10951",0.00492106628950106
"10952",0.000317695582284246
"10953",0.00934975752745499
"10954",0.445978905025082
"10955",4.36002055883072e-05
"10956",0.000332508864811691
"10957",0.000160947674000163
"10958",7.72809063825771e-06
"10959",2.36609212251836e-05
"10960",0.000110270993881637
"10961",6.52464862369731e-05
"10962",0.00137596173498761
"10963",0.345630562844782
"10964",1.4123019797188e-05
"10965",0.00735697626987549
"10966",0.000328720304032724
"10967",0.000136209659000305
"10968",0.00052055608598638
"10969",0.000398027144921658
"10970",0.0537728681566365
"10971",0.00264306085667892
"10972",0.00653232435305801
"10973",7.79934056814476e-06
"10974",3.6176788201856e-05
"10975",2.06027963571827e-05
"10976",0.000558655598220489
"10977",0.00871217977240176
"10978",7.93989693127747e-05
"10979",0.000404585174494278
"10980",0.000636436574918517
"10981",9.56552794425987e-05
"10982",0.0351496034074528
"10983",0.154082937534317
"10984",0.0617406805983441
"10985",0.00032331784243319
"10986",0.0423871240246725
"10987",0.000101474619539739
"10988",0.000533392895578291
"10989",4.345948090058e-05
"10990",1.61460843814327e-05
"10991",0.0222886969868602
"10992",6.02356895858908e-05
"10993",0.00134332973585091
"10994",0.0696914649420634
"10995",0.000350660142850054
"10996",2.52979317139025e-05
"10997",3.53034109002218e-05
"10998",0.000383995814112238
"10999",0.0010526555930447
"11000",0.000733462810107926
"11001",0.333113506301568
"11002",0.00228747908293319
"11003",0.0597511173943784
"11004",0.000320816023390157
"11005",0.000699016622752519
"11006",6.84169177447571e-05
"11007",0.490610738908921
"11008",0.0238282649734208
"11009",2.02033608584395e-05
"11010",0.000176234214802231
"11011",8.9171316990492e-06
"11012",0.000597037990028004
"11013",1.34573258150127e-06
"11014",0.314284806808827
"11015",0.000458849987471695
"11016",0.0304561585895139
"11017",0.0133511995554768
