token,token_count,file_count
cubain,1,1
cheshir,2,2
butcherknif,1,1
lovedddd,3,3
marlon,1,1
mondo,4,3
hotsauc,2,2
mondi,1,1
fruitmuch,1,1
shakshuka,33,24
chicagofeel,1,1
leftdessert,1,1
nausea,10,9
vinegartobasco,1,1
psychiatrist,1,1
cashso,1,1
rouxloulou,1,1
clunki,7,7
investig,13,12
drinkingthus,1,1
remmeb,2,2
marlow,1,1
locationsth,2,2
mongo,4,1
expensivesothefoodshouldtastebett,1,1
niceaccommod,1,1
tholotta,1,1
nowfoodth,1,1
ranger,1,1
drawrec,1,1
empanadasfor,1,1
patel,1,1
queenit,1,1
wrongmet,1,1
excitedaft,1,1
texturecrispi,1,1
pizzett,52,52
avill,4,4
signitur,1,1
argentianan,1,1
presid,22,22
campusplus,1,1
extraextra,1,1
nuggetif,1,1
stoneencas,1,1
bedroom,11,11
malefemal,2,2
opin,4,4
spiceschees,1,1
money,1769,1627
redmencia,1,1
lotno,1,1
littlerib,1,1
hansenn,3,1
eatblu,1,1
butyeahit,1,1
diffrent,1,1
berrydessert,1,1
aaaand,2,2
skishka,1,1
souffleesqu,1,1
monit,1,1
insteadNUM,1,1
fingerl,192,174
monin,4,4
raaaav,2,2
opmi,1,1
senat,1,1
kkanpongi,1,1
healthiermeh,1,1
retic,2,2
revolution,4,4
suuper,1,1
appsNUM,1,1
potentsmel,1,1
opmg,1,1
fluuuuuuffi,1,1
alfalfa,8,8
cokezomg,1,1
basisto,1,1
porkparmesan,1,1
pronunci,7,7
dammnnn,1,1
monik,11,11
cookedflat,1,1
sweeeeetbelgium,1,1
basisth,3,3
goodgener,1,1
niblet,1,1
swatter,1,1
drunkNUM,1,1
tubstyl,1,1
protestthi,1,1
nearimposs,1,1
spinachartichok,3,3
yelpcombizphotosxkvm…,4,1
steppop,1,1
disappointcam,1,1
barbacoa,7,7
snapcrunch,1,1
ravedabout,1,1
smilingfrit,1,1
kitchencafé,1,1
NUMneat,1,1
portersom,1,1
gautreau,1,1
slllloooowww,1,1
mindblowingaft,1,1
cocktailssmal,1,1
nigirispici,1,1
swath,4,4
flock,50,50
amont,1,1
lingua,5,4
squareshap,1,1
ciabbatta,1,1
churn,28,28
creoleanoth,1,1
churo,4,3
afteramongst,1,1
lotso,1,1
preset,14,13
sometihng,1,1
bardstown,1,1
patio,1008,840
smokyvinegarysp,1,1
unhappyunpleas,1,1
blueberryshocktop,1,1
patit,1,1
slopeth,1,1
lotta,34,32
wrongmac,1,1
figsmain,1,1
waiterbuss,1,1
durango,1,1
everanywher,1,1
asparagusgoat,1,1
pwnNUM,1,1
smilesth,1,1
belltown,16,15
medley,53,50
barfvill,1,1
superfresh,8,8
aaaaah,2,2
cookiethey,1,1
consideringchees,1,1
perfectiona,1,1
preparada,1,1
crustoveral,1,1
lotsa,9,7
nonhigh,1,1
payasyougo,1,1
chicagodemmit,1,1
averag,1958,1729
perfectioni,1,1
aaaaaw,1,1
oldish,2,2
fcuke,1,1
retel,1,1
vanwinkl,1,1
shakshura,2,2
pursefNUM,1,1
loftlikewarehous,1,1
aviat,5,5
lotus,725,453
parrilla,3,3
float,204,189
claustiphobicki,1,1
zillionth,1,1
marley,4,4
unwrap,22,22
NUMroast,4,4
dessertthi,2,2
burgerasian,1,1
titan,34,32
orangebas,1,1
grreeat,1,1
torilla,2,2
lotti,2,2
dumond,2,2
lotth,5,5
underpromis,2,2
anticipationand,1,1
deeeeeeelici,1,1
holybal,1,1
goodentre,1,1
stoneground,5,5
celebrityback,1,1
outboy,1,1
baloney,1,1
chacuteri,2,2
warfar,1,1
NUMammmmmmmmmm,1,1
againfunni,1,1
parmasan,3,3
saltlick,2,2
awesomerock,1,1
traspasada,1,1
chunk,808,759
presan,1,1
whiskeysmart,1,1
impressedlet,1,1
bardrink,2,2
workthos,1,1
alkeehol,1,1
greasetot,1,1
goodgoat,1,1
rawaft,1,1
reservationget,1,1
summera,1,1
blubber,1,1
bitcorn,1,1
ahhmaz,1,1
austrian,3,3
summeri,12,12
bombbomb,1,1
jewishyiddish,1,1
slawmag,1,1
oolong,18,17
sushibuteveryth,1,1
summerr,1,1
prequel,1,1
outeveri,2,2
stomachtri,1,1
dinnerstil,1,1
sightther,1,1
swarm,53,49
shawshank,1,1
expereinc,4,4
chumo,1,1
chump,6,6
yumsker,1,1
heaviermost,1,1
retir,27,27
dizzyingth,1,1
foodtri,5,5
lotwa,1,1
droolfest,1,1
marlin,9,7
furakak,1,1
divaesqu,1,1
bauchi,1,1
shrimpspotato,1,1
notthat,1,1
preval,13,13
opul,9,9
teenytini,6,6
goodabita,2,1
NUMamloc,1,1
semidilapid,1,1
potatoinduc,1,1
permiss,9,9
beeftomatobut,1,1
breakfastblu,1,1
automobil,1,1
colada,4,2
dammitkinda,1,1
doubledigit,1,1
rancic,70,68
rancid,17,16
technotr,1,1
andorif,1,1
chiapa,1,1
friendlyport,2,2
guess,2606,2432
zatarsp,1,1
milkth,1,1
wtempura,1,1
ranchi,2,2
flavoranyway,1,1
bayous,1,1
rancho,9,8
guest,769,665
vertresca,1,1
alvorado,1,1
mmmmmajor,1,1
poisonand,1,1
espnth,1,1
yorkchicago,1,1
authenticlik,1,1
centrallyloc,1,1
americanizedfus,1,1
jubile,2,2
locationthi,1,1
swede,2,2
openmouth,1,1
chickensalmon,1,1
growler,4,4
impeccablefor,1,1
alreadysweet,1,1
sweep,11,11
colicchioyou,1,1
belowhowevera,1,1
tekka,7,3
visitit,3,3
greatperhap,1,1
butseri,1,1
chiand,1,1
droolsthat,1,1
pourednot,1,1
sweek,1,1
chiang,7,5
shogun,149,97
everyweekend,1,1
euroasian,1,1
bibbimpap,1,1
themgrab,1,1
hawkin,1,1
yummayyyyy,1,1
visitif,3,3
sweet,7709,6058
foodwait,1,1
redonk,1,1
rowhowev,1,1
seafooda,3,3
lovedbread,1,1
biscottipoppi,1,1
hoursNUM,2,2
pastapric,1,1
seafoodi,10,10
thaishrimp,1,1
restaurnt,1,1
surpriz,3,3
tripthank,1,1
manfriend,17,15
thainoodl,1,1
pancakeconsth,1,1
NUMbrick,1,1
psceneatmospher,1,1
eatcat,1,1
bagelspoppi,1,1
nonfrenchspeak,1,1
hearthealthi,2,2
labsta,1,1
nightupon,1,1
combinationgril,1,1
NUMyay,1,1
gottagobyenext,1,1
shoppingdrinkingjust,1,1
deleeeeeect,1,1
scuuuurr,1,1
toastaccord,1,1
cashcc,1,1
sausageegg,1,1
elseaft,1,1
upspeci,1,1
skyrocket,5,5
funokay,1,1
nickelsth,1,1
kiddingth,1,1
serpentin,2,2
mintNUM,1,1
NUMamlik,1,1
meatwad,1,1
bayona,1,1
royalkombuchacom,1,1
furthereveri,1,1
disappointarriv,1,1
chowderi,1,1
sourhot,1,1
tartarcours,1,1
cheeseburgercheddar,1,1
whatsoeverbewar,1,1
ohsodelicioussaucewhohasacolornothing­rhymeswith,1,1
tohowev,1,1
chowders,1,1
entertainend,1,1
buckcalamaripok,1,1
quicklysushi,1,1
whatevsw,1,1
vagrant,1,1
fattomouth,1,1
deliciousmaguro,1,1
bayonn,5,5
starshav,1,1
volunt,10,10
cashal,1,1
friesstyl,1,1
mouthnext,1,1
strongsweet,1,1
particip,32,31
friespesto,1,1
cookedlobst,1,1
loxex,21,19
itpeopl,1,1
chollichio,1,1
prairi,5,3
musselsask,1,1
starshad,1,1
sweat,155,141
challengeth,1,1
porpadell,1,1
swear,348,343
padrón,2,2
aweeeeeeesom,1,1
dishchicken,1,1
visitbi,1,1
softpork,1,1
polynesia,1,1
simpleget,1,1
cilantro,287,240
ohmygosh,3,3
breakag,1,1
moral,38,38
attentit,2,2
buttermayb,1,1
jeebuzthat,1,1
unmistak,11,11
overpricedseri,1,1
zihuatenejo,1,1
creamwhat,1,1
butternutty,1,1
quicklypretti,1,1
bimbimbap,14,8
restaurat,1,1
teeniest,1,1
hotpot,2,2
themplac,1,1
yeakiki,1,1
myyyyyyyyi,1,1
spectacularlov,1,1
aperolgin,1,1
pizzeta,10,8
aboutdessert,1,1
yelpcombizphotosmind…,2,1
onionhuckleberri,1,1
butterbuttercrisp,4,1
peppersbufala,1,1
doneNUM,1,1
windowbar,1,1
driver,185,170
greatsound,1,1
arigatou,1,1
driven,63,62
buttermayo,3,3
cucumberlimesalt,1,1
longedfor,1,1
drivel,1,1
serversgreat,1,1
pastord,1,1
pastora,1,1
ambiant,1,1
turnaround,17,17
fishoveral,1,1
swell,18,17
sandwichseck,2,2
mcdonaldsbkwendi,1,1
reminc,1,1
remind,1061,1004
overcommerci,1,1
hoedown,1,1
ambianc,2364,2264
doorNUM,6,6
prociutto,11,9
cashew,186,177
vanillabean,1,1
toplik,1,1
casher,2,2
amazingpro,1,1
flavorfuloutsid,1,1
tacoblood,1,1
thispastrami,1,1
clumpi,12,12
loxix,1,1
visital,2,2
linger,181,177
restaurantoverallif,1,1
lovvvvvv,2,2
newmusicyahoocomrene…th,1,1
starsher,1,1
waitressfrench,1,1
longerNUM,2,2
surpris,3316,3076
ritziest,1,1
alvaradohom,1,1
alwaysrecommend,1,1
unfreakinbeliav,1,1
girldivers,1,1
nichola,2,2
purifi,2,2
funghi,1,1
gagreflex,1,1
rubichon,1,1
thislack,1,1
morei,2,2
morel,61,45
breaker,33,33
notther,3,3
yummypear,1,1
matsuhisaNUM,1,1
meatballsinsauc,1,1
overwhelmingbecaus,1,1
notthey,1,1
mayocreami,1,1
ballparkafterahomerunloud,1,1
cooleveryth,1,1
fwiw,2,2
thrifti,6,6
flavorraspberri,1,1
viadock,1,1
outservic,5,5
clubloungelik,1,1
steakand,2,2
ballabout,1,1
legendaryyyyyth,1,1
windblown,1,1
NUMtango,3,3
honeyapricot,1,1
markup,17,17
sequenti,2,2
revelatori,6,6
againbeef,1,1
atelobst,1,1
mcdoucherson,1,1
icedt,1,1
colorcod,1,1
meatballsbutternut,1,1
splittabl,2,2
franklin,12,12
drivin,1,1
coombin,1,1
notsostellar,1,1
morgu,1,1
omakaseclos,1,1
fanfreakingtast,6,6
kosher,128,112
eatbut,7,7
clumsi,6,6
joyous,10,10
kneeknock,1,1
snitch,2,2
loxox,2,1
pizzell,1,1
douglas,1,1
deliciouswest,1,1
frontier,4,4
sfeatercomtagsandrew…,1,1
remiss,11,11
helpsif,1,1
vegasstyl,1,1
pepperssoooo,1,1
timeth,4,4
orderbrisket,1,1
vegetarianthen,1,1
deeeeeelici,2,2
cicchetti,4,3
soonthank,1,1
morev,1,1
tastysound,1,1
spigot,2,2
amazingnext,1,1
coursesther,1,1
droplet,5,5
timeso,1,1
compliedcant,1,1
doingmi,1,1
outershel,1,1
evolutionari,1,1
restaurantsserv,1,1
maleheavi,1,1
yumcrispi,1,1
allowinstead,1,1
lowok,1,1
eitheryardhous,1,1
creationsdownstair,1,1
glutard,2,2
semitwist,1,1
beignetstuf,1,1
preeaten,1,1
sneaker,10,10
toooverwhelm,1,1
dumpth,1,1
mysteri,131,123
pastagreen,1,1
thoughcalamaricapreseon,1,1
favoritespici,2,2
runoff,1,1
meatinspir,1,1
seacrestand,1,1
loooooooooooooooong,1,1
starsdrunken,1,1
macarnivor,1,1
cakeappar,1,1
housesearch,1,1
timesa,1,1
orgasminspir,1,1
eryngi,9,9
NUMpretti,1,1
victoriait,1,1
wallpaperservic,1,1
scrumptious,286,282
bodycheck,1,1
numero,6,6
qualitynic,1,1
NUMyum,2,2
sadth,2,2
recommend,9720,8499
seafoodand,1,1
barbesku,1,1
superrrrr,1,1
vanillatyp,1,1
starsfilet,1,1
hoppingetc,1,1
unctious,2,2
heartth,4,4
honesttogod,2,2
coolsuccessfulsmart,1,1
porkpato,1,1
sushiraw,1,1
knowcook,1,1
sportsbook,1,1
fulla,2,2
goodcant,3,3
setprixfix,1,1
infactu,1,1
softdrink,2,2
eightpiec,1,1
orderwarm,1,1
roomiest,1,1
fulli,328,322
numesk,1,1
boring,2,2
standiout,1,1
nowfam,1,1
saucecarmel,1,1
hashbrown,38,31
herdid,1,1
wrestler,7,6
seafoood,1,1
oversaltingovercook,1,1
extreeeem,1,1
understood,117,117
lagass,2,2
stuffegg,1,1
dishdefinit,1,1
timeon,2,2
elsesoci,1,1
ouchanyway,1,1
ballspesto,1,1
wmarcona,1,1
multist,1,1
lowsi,1,1
andersonvilleian,1,1
exterioroveral,1,1
whateven,1,1
friesstil,1,1
candlelightso,1,1
nampriknoom,3,3
bagelscream,1,1
jawdrop,7,7
dryeras,28,28
locationtwo,1,1
okbrais,1,1
solidgumbo,1,1
fritessaus,3,2
hashcrunchi,1,1
nolabullscomsaintandre…,1,1
likeroast,1,1
itaddit,2,2
dinnertyp,2,2
postcolleg,1,1
nonliv,1,1
nottoohoverybutalwaysaround,1,1
tangerin,91,81
lowri,1,1
pastagreat,1,1
genious,2,2
timesomehow,1,1
favsth,1,1
buzzwho,1,1
carbolisci,1,1
moredoughi,2,1
multiti,1,1
tartarestyl,1,1
voilahash,1,1
boudreaux,1,1
buddyth,1,1
hidden,287,279
timemi,2,2
antiqu,45,43
bullhorn,1,1
marinara,258,234
underwrit,1,1
apprieci,1,1
eurob,1,1
myfirst,1,1
positivegreat,1,1
stopbest,1,1
thisthi,2,2
dunkand,1,1
permiat,1,1
apettit,1,1
dinnertwo,1,1
conquer,33,32
europ,84,84
timeli,1,1
paidth,2,2
egghash,3,3
bombcombloddi,1,1
lowth,2,2
pumperknickel,2,2
thistip,2,2
promptbut,1,1
bkft,1,1
milkshakesNUM,1,1
dogsani,1,1
counterattack,2,2
dishnext,3,3
multitextur,1,1
knowyour,3,2
krabbi,2,2
cowthey,1,1
comview,1,1
middecemb,2,2
yummymac,1,1
musselsand,1,1
NUMyou,15,15
aaaaahmaz,1,1
hypeyesi,1,1
citadel,1,1
crumbsNUM,1,1
nokia,1,1
multipl,548,531
simplypres,1,1
whoeverconverg,1,1
areacours,1,1
slicedgril,1,1
incinnamon,1,1
knowledgeableeffici,1,1
convenientour,1,1
waiterusu,1,1
kean,1,1
quailsquail,1,1
prevail,5,5
serversstaff,1,1
bkho,1,1
martini,416,335
dangereux,1,1
pigpro,1,1
bimbimbop,9,6
dabruzzo,4,4
potbelli,4,4
eggsperinec,1,1
hardship,3,3
timeit,3,2
tomdouglascomindexphp…,1,1
nonloc,7,7
reviewsimpati,1,1
eschew,9,9
martino,1,1
souvenir,19,19
seafoodaft,1,1
reenforc,2,2
stiletto,4,4
ambianceextrem,1,1
breakfastbut,2,2
combobento,1,1
thislast,1,1
sexiest,7,7
cupotea,1,1
width,8,8
slagel,38,30
batrillionionair,1,1
nowfil,1,1
foodwth,1,1
collectioncan,1,1
woolen,1,1
workbuzz,1,1
rugelach,33,32
orderyou,3,2
widow,1,1
whhhhhhi,1,1
bearablecredit,1,1
heavenagain,1,1
akamaru,1,1
beengreat,1,1
fifthsorri,1,1
roboto,1,1
disappointbefor,1,1
purist,52,51
bellper,1,1
sashimiNUM,7,5
loxthey,1,1
sangriaraspberri,1,1
smaaaall,3,3
muchalso,1,1
handicap,21,18
heartpp,1,1
summerrecommend,1,1
market,498,469
keem,1,1
keen,40,40
breakup,5,5
keel,3,3
puriti,4,4
marker,146,142
keep,2624,2472
yelpcombizphotoskiNUMs…burrata,1,1
timeee,1,1
selectionperfect,1,1
cochonbutchercomwpcon,1,1
teeeeeeni,1,1
steakprim,2,2
mitzuken,1,1
hardshel,1,1
NUMtopbut,1,1
syrupeveryth,1,1
waitdefinit,2,2
fungus,5,5
icesk,1,1
NUMyik,1,1
whistlerbut,1,1
goodyard,1,1
spicesth,1,1
feelservic,1,1
newfangl,2,2
deluxeNUM,2,2
gueul,1,1
refurnish,1,1
commoin,1,1
jasper,1,1
potatoish,1,1
dinnerconfid,1,1
goodcash,1,1
downcast,1,1
wsalad,2,2
bisous,4,4
tapreal,1,1
teeeni,3,3
dessertsic,1,1
fargav,1,1
edwardo,3,3
sadam,1,1
regualar,1,1
hearten,1,1
NUMsaute,1,1
keke,1,1
teatowel,1,1
keki,1,1
sadat,1,1
timewhich,1,1
huffiti,1,1
hadcorn,1,1
statesid,4,4
pooboy,1,1
lunchaft,1,1
NUMbeyond,1,1
huuuuuug,3,3
voluptu,2,2
crispultim,1,1
itwat,1,1
cheezesteak,1,1
datesmmmmm,1,1
yelpcombizphotosgxwNUM…,2,1
customerori,1,1
unorthodox,4,4
canyon,20,20
canyou,1,1
okbrisket,1,1
excellenttwo,1,1
bananacoffeetoffe,1,1
barrestaurantloung,1,1
eryngii,19,19
pipian,3,3
sohochorizo,1,1
paprikacayenn,1,1
melissa,25,16
numget,1,1
porknbean,1,1
blasphemi,25,25
bathroomerr,1,1
dunkabl,1,1
worsepro,1,1
wbrais,1,1
chocoholicthen,1,1
postlat,1,1
aarrgg,1,1
orderedmargarita,1,1
itarancini,1,1
chioppino,1,1
cardboard,49,47
popclam,1,1
majergood,1,1
saddl,16,15
feelaft,1,1
excellentsimpli,1,1
flaskshap,1,1
admitso,1,1
keli,1,1
ultracut,1,1
redpop,1,1
cornerbetween,1,1
mozzarellatomato,6,5
uncivil,3,3
leffen,1,1
espous,2,2
dissatisifi,1,1
kelp,4,4
tempurawow,1,1
halfeach,1,1
expecft,1,1
tryvietnames,1,1
chickenchoco,1,1
potteri,3,3
exploratori,2,2
arbolanoth,1,1
lozeng,2,2
shortbreadstrip,1,1
boardroom,1,1
houseago,1,1
mkdmk,1,1
lemonlim,7,7
NUMswung,1,1
utmost,16,16
toodarklook,1,1
rightdung,1,1
jamonth,1,1
ryethank,1,1
keno,3,3
portray,9,9
esposo,1,1
wettheir,1,1
wbrace,1,1
setian,1,1
homeskillet,1,1
sizesit,1,1
smidgeon,3,3
magredo,1,1
yoghurtland,1,1
mountains,1,1
thaispic,2,2
unlucki,21,21
overturn,3,3
barelyNUM,1,1
perfectionfresh,1,1
meatballsNUM,6,5
stahhhhhhhrrrrv,1,1
godzaima,1,1
spinachescargotshrimp,1,1
nicenful,1,1
random,491,471
shopreason,1,1
usbegan,1,1
cauliflowerchar,1,1
americian,1,1
verrryyi,2,2
betterlobst,2,2
amazingeveryth,1,1
saucesthen,1,1
kepp,1,1
saucesther,2,2
questadilla,2,1
kept,1344,1254
saucesthes,1,1
ostrac,1,1
undecor,1,1
sushirol,2,2
bldwarm,1,1
carpool,2,2
tenaci,1,1
assign,41,39
victorvill,2,1
pineapplesorri,1,1
messedup,4,4
belliesth,1,1
languish,2,2
greatidk,1,1
kest,2,2
missther,1,1
ventur,381,372
questionlet,1,1
mentionbest,1,1
onsight,1,1
syrupsecond,1,1
commerciali,1,1
mealedit,1,1
itlobst,3,3
staffcredit,1,1
samplertyp,1,1
soberfun,1,1
kesa,1,1
expecat,1,1
fooddrinksNUMstar,1,1
fianceetop,1,1
keri,1,1
eraseboard,1,1
lower,402,391
commercials,1,1
termin,9,9
starsget,1,1
lightflavor,1,1
rubberneck,2,2
frysauc,1,1
nonnat,4,4
missthey,1,1
rightmoth,1,1
feeltast,1,1
starsanyth,1,1
wider,23,23
drunkhigh,2,2
librari,52,39
widen,7,7
longerdyingformeatbal,1,1
widei,1,1
trygood,1,1
hungryexcit,1,1
NUMwarm,1,1
menupretti,1,1
marinana,2,1
digest,71,68
pretttti,3,2
gameybecaus,1,1
chiphalf,1,1
copley,4,4
tableon,1,1
hahaalong,1,1
stringy,1,1
ketl,1,1
slawnow,1,1
basedso,1,1
zhagazint,1,1
mmcorn,1,1
joongboo,1,1
keto,1,1
creamwich,1,1
ppshhh,1,1
sisinlaw,1,1
nautic,4,4
fastish,1,1
kickayssh,1,1
inandout,9,9
gypsi,16,16
caféit,1,1
mealsanyhow,1,1
terderloin,1,1
oraj,2,1
espanola,59,55
oral,12,11
makeserv,1,1
thissss,2,2
orag,1,1
smallbit,1,1
tableno,1,1
slowwait,1,1
pievanilla,1,1
appitit,3,3
ordr,9,8
lambNUM,1,1
NUMwalk,1,1
maragrita,1,1
hullaballoo,1,1
flavorfulit,1,1
orde,1,1
eitheral,3,3
tatsiest,1,1
setupambi,1,1
checkunlucki,1,1
outdat,33,33
kewl,2,2
avocado,739,627
amazingour,2,2
meeaatbal,1,1
thisgreat,1,1
starsanyon,1,1
decrib,2,2
NUMwake,1,1
kitchenord,1,1
flavorsweet,2,2
upanyway,2,2
stringi,93,92
cheesesun,1,1
tableth,3,3
storesrestaur,1,1
foodwis,53,53
nonnew,5,5
recommendventrescanot,1,1
nvmall,1,1
expensiveopt,1,1
breakfastcam,1,1
instock,1,1
sultri,21,21
outmost,1,1
caféoh,1,1
furrow,4,4
neopolitanstyl,1,1
blab,2,2
kokekokko,1,1
funnelcak,1,1
foodwif,1,1
eeekravioli,1,1
mehfanc,1,1
preposter,4,4
foodwil,1,1
foodwin,2,2
foodwho,1,1
blas,2,1
betterpizza,1,1
slawdessert,1,1
gloriousgreat,1,1
blai,1,1
sausageprovolon,1,1
tabless,1,1
comicon,2,2
pinkjust,1,1
blah,381,237
remodelingrepaint,1,1
marinarami,1,1
customizationssubstitut,1,1
orer,2,2
anderson,7,7
complianc,1,1
indieelectro,1,1
manhattantrendi,1,1
bethey,1,1
justpretti,1,1
friction,1,1
torohamachi,1,1
sakeyou,1,1
pretti,12946,10157
suberblat,1,1
crowdednonair,1,1
ored,3,3
lowli,10,10
pandemonium,3,3
statesor,1,1
oreo,18,17
compliant,8,8
jenkin,1,1
puritan,1,1
halfsalad,1,1
ahhhmaz,3,3
counteryou,1,1
dalthough,1,1
friendlynic,1,1
yelpcombizphotosgxwNUM…pierogi,1,1
azzuro,1,1
itprosciutto,1,1
hourNUMrd,1,1
playedold,1,1
excellentthi,2,2
waiterthi,1,1
pigout,3,3
blahmi,1,1
disappointadd,1,1
tableif,1,1
jacuzzi,1,1
diseasew,1,1
hulucomwatchNUMsa…,1,1
karmaleit,2,2
halfinch,3,3
calimari,26,21
breastport,1,1
honeydew,29,25
orgi,23,20
dogalso,3,3
dumplingsgoat,1,1
yelpcombizphotoslitt…,2,1
espogn,1,1
flavorlici,1,1
partwel,1,1
lateNUM,2,2
somewhatmight,1,1
cocainecontain,1,1
camouflag,8,8
hadtheir,2,2
kindheart,2,2
bleh,71,65
bled,1,1
blea,1,1
macalan,1,1
minutesbut,1,1
paver,1,1
saucin,1,1
quesotomatoavocado,1,1
chokolat,1,1
hardtough,1,1
blew,274,270
bleu,100,91
dosent,1,1
blet,2,2
lineit,1,1
problom,1,1
waitressoveral,1,1
caution,73,70
blen,1,1
outdid,4,4
williamson,1,1
shudder,23,23
lewiston,1,1
myselfcheck,1,1
gagnair,1,1
raita,9,9
peacock,5,5
assist,79,75
recentlygradu,1,1
seedfil,1,1
brunchfresh,1,1
NUMwait,5,5
xlbs,2,1
boyfriendwhi,1,1
pretentiousif,1,1
fuelup,1,1
thorton,2,1
monsignor,1,1
wellventil,1,1
okveri,1,1
funfiv,1,1
etcbut,4,4
trout,105,88
greatactu,3,3
brownsomg,1,1
opelusa,1,1
elicit,6,6
starstherefor,1,1
wellcrunchi,1,1
troup,1,1
dishcajun,1,1
funfil,1,1
vegetarianeveryth,1,1
creamcoconut,1,1
partway,1,1
foodway,1,1
hhhawaiian,1,1
exbrotherinlaw,1,1
deliiiici,1,1
girlpleas,1,1
barcocktailb,1,1
pumpkinpeanut,1,1
ajilloeveri,1,1
starsfor,2,2
lessbitt,1,1
alfajor,2,2
waitingplan,1,1
flapjackpancak,1,1
drawthi,1,1
trove,7,7
hellbent,3,3
cheesesmi,1,1
freepay,1,1
optionsedamam,1,1
distractingth,1,1
saucet,1,1
usbefor,1,1
saucer,14,14
sorryth,1,1
saucew,4,4
hindsight,30,30
expectl,1,1
disappointaft,1,1
unbrush,1,1
bigshot,2,2
expectw,1,1
saucei,6,6
saucep,1,1
orno,1,1
lasagnami,1,1
sayori,5,5
yelpcombizphotoscfwi…yuko,1,1
peanutkoong,1,1
saucey,14,13
blis,1,1
cheesespr,1,1
frolick,4,4
hourNUMpm,1,1
bloggeremm,1,1
slawomg,1,1
expecta,1,1
blip,2,2
revew,1,1
bourguignon,11,11
rever,30,29
bbqlove,3,3
specialdonut,1,1
skanki,4,4
buckgreat,1,1
fuken,1,1
beeeeen,1,1
foodnext,4,4
revel,57,57
cheesesom,1,1
adorbsi,1,1
ecosystem,1,1
sizesth,1,1
kfed,1,1
serveddress,1,1
tableal,1,1
everthat,1,1
outduck,1,1
tappatron,1,1
linesi,1,1
overseason,23,22
seper,27,27
peppercornpomm,1,1
syrupgood,1,1
mangolici,3,2
lobsterw,1,1
orderfrench,1,1
problem,1743,1620
semiflat,1,1
xlix,1,1
marathonneptun,1,1
fastidi,2,2
teefso,1,1
lupecbostoncom,1,1
linesx,1,1
hahahawould,1,1
bacond,2,2
uncrowd,2,2
undercalcul,1,1
hamegghollandais,1,1
outdon,7,7
baconi,13,13
nowadaysjam,1,1
absofreakinlut,1,1
visitth,11,11
lineth,1,1
excellenttoo,1,1
saucea,5,5
excellenttom,1,1
promptfood,2,2
postoperationnos,1,1
visitso,1,1
kfcs,1,1
undecid,21,20
undrink,9,9
everchang,8,8
quickservic,1,1
sexual,17,17
louisianna,2,2
waittini,1,1
fudgebas,1,1
goodspici,6,6
perfectchicago,1,1
shoulderther,1,1
oystersthi,1,1
nadaaft,1,1
smidgett,1,1
starsfri,6,3
wallwin,1,1
brewlov,1,1
reviv,17,17
citrusi,55,54
innlik,1,1
dumplingstuna,3,3
extradionari,1,1
sepia,6,5
blueberrieseveryth,1,1
lovvv,1,1
chocolatechip,7,6
revit,1,1
amazzzz,3,3
chocolatechil,1,1
revis,16,16
farmrais,1,1
vinegrett,5,5
blot,2,2
xlnt,1,1
almostcomplet,1,1
reveal,34,32
exploringappreci,1,1
tableel,1,1
ventil,22,21
bloi,1,1
separ,610,566
blog,64,60
moscoto,1,1
deceivingmi,1,1
sangriamayb,1,1
serveusetenancièr,1,1
visitnorm,1,1
sacto,2,2
dessertcinnamon,1,1
blahif,1,1
barebackingest,1,1
crankster,1,1
pumperknickl,1,1
countthat,1,1
visitng,6,6
tyranasoraus,1,1
bbqlook,1,1
blow,565,546
smorgasborg,2,2
roseland,1,1
orth,1,1
errbodi,1,1
smorgasbord,20,20
wowremind,1,1
unscor,1,1
nuturkey,1,1
ordereddrunken,1,1
pamper,12,12
fraser,11,9
thursdaysunday,2,2
higherend,6,6
plutonium,1,1
bloc,2,2
blob,31,28
fundidoand,1,1
visiton,3,3
stripminh,1,1
margaritasinc,1,1
visitor,247,241
ethiojazz,1,1
sprawl,14,14
pistaccio,2,2
victorianera,1,1
pricedclos,1,1
tatinbeauti,1,1
fantasticgarnish,1,1
snitti,1,1
lineup,38,35
revok,2,2
elvira,2,2
madnessit,1,1
streetlight,1,1
togethermilk,1,1
sacré,1,1
uncross,1,1
fantasyan,1,1
rightoutoftheoil,1,1
eatdin,1,1
excellenttri,1,1
pueblo,3,3
nonmut,1,1
joseian,1,1
kiddingappar,1,1
pesticid,1,1
lobsteri,11,9
touristytyp,1,1
puebla,4,3
blahhh,3,3
sorrymi,1,1
lobstera,1,1
newbiesgreat,1,1
hellhol,3,3
lobsterc,1,1
rollskip,1,1
fullNUM,1,1
tableat,1,1
picchu,1,1
tableau,1,1
tuesday,675,627
wedgesth,1,1
visitmi,1,1
sultan,2,1
babareebasangria,1,1
seasoningprob,1,1
lunchand,3,3
nowgot,1,1
nomth,1,1
govern,12,12
tipeveryth,1,1
baconsausag,2,2
chorrrro,1,1
americami,1,1
ramon,4,3
setnext,1,1
foodrel,2,2
cafeteria,260,241
overalldidnt,1,1
cNUM,2,1
assassin,3,3
supremestyl,1,1
goveri,1,1
NUMnumber,21,2
blta,5,5
begini,1,1
sister,810,631
beginn,13,13
orgasmicvietnames,1,1
mimosasit,1,1
revinv,1,1
afternoonnight,1,1
pavlov,7,7
